"unidade";"ti_id";"tabela_convenio";"codigo_procedimento";"preco_tabela";"descricao";"procedimento_generico";"especialidade"
pina;593686;TABELA PARTICULAR DIAGNOSTICO;"81000073";56.0000;Consulta odontológica para avaliação técnica de auditoria;CONSULTA ODONTOLOGICA;Diagnostico
pina;593687;TABELA PARTICULAR DIAGNOSTICO;"81000111";68.0000;Diagnóstico anatomopatológico em citologia esfoliativa na região buco-maxilo-facial;DIAGNOSTICO ANATOMOPATOLOGICO EM CITOLOGIA ESFOLIATIVA NA REGIAO BUCO-MAXILO-FACIAL ;Diagnostico
pina;593688;TABELA PARTICULAR DIAGNOSTICO;"81000138";68.0000;Diagnóstico anatomopatológico em material de biópsia na região buco-maxilo-facial;DIAGNOSTICO ANATOMOPATOLOGICO EM MATERIAL DE BIOPSIA NA REGIAO BUCO-MAXILO-FACIAL ;Diagnostico
pina;593689;TABELA PARTICULAR DIAGNOSTICO;"81000154";68.0000;Diagnóstico anatomopatológico em peça cirúrgica na região buco-maxilo-facial;DIAGNOSTICO ANATOMOPATOLOGICO EM PECA CIRURGICA NA REGIAO BUCO-MAXILO-FACIAL ;Diagnostico
pina;593690;TABELA PARTICULAR DIAGNOSTICO;"81000170";68.0000;Diagnóstico anatomopatológico em punção na região buco-maxilo-facial;DIAGNOSTICO ANATOMOPATOLOGICO EM PUNCAO NA REGIAO BUCO-MAXILO-FACIAL;Diagnostico
pina;593691;TABELA PARTICULAR DIAGNOSTICO;"81000189";126.0000;Diagnóstico e planejamento para tratamento odontológico;DIAGNOSTICO E PLANEJAMENTO PARA TRATAMENTO ODONTOLOGICO;Diagnostico
pina;593692;TABELA PARTICULAR DIAGNOSTICO;"81000197";126.0000;Diagnóstico e tratamento de estomatite herpética;DIAGNOSTICO E TRATAMENTO DE ESTOMATITE HERPETICA;Diagnostico
pina;593693;TABELA PARTICULAR DIAGNOSTICO;"81000200";126.0000;Diagnóstico e tratamento de estomatite por candidose;DIAGNOSTICO E TRATAMENTO DE ESTOMATITE POR CANDIDOSE;Diagnostico
pina;593694;TABELA PARTICULAR DIAGNOSTICO;"81000219";126.0000;Diagnóstico e tratamento de halitose;DIAGNOSTICO E TRATAMENTO DE HALITOSE;Diagnostico
pina;593695;TABELA PARTICULAR DIAGNOSTICO;"81000235";126.0000;Diagnóstico e tratamento de xerostomia;DIAGNOSTICO E TRATAMENTO DE XEROSTOMIA ;Diagnostico
pina;593696;TABELA PARTICULAR DIAGNOSTICO;"81000243";126.0000;Diagnóstico por meio de enceramento;DIAGNOSTICO POR MEIO DE ENCERAMENTO;Diagnostico
pina;593697;TABELA PARTICULAR DIAGNOSTICO;"81000260";126.0000;Diagnóstico por meio de procedimentos laboratoriais;DIAGNOSTICO POR MEIO DE descricaoS LABORATORIAIS;Diagnostico
pina;593698;TABELA PARTICULAR DIAGNOSTICO;"84000244";68.0000;Teste de fluxo salivar;TESTE DE FLUXO SALIVAR;Prevencao
pina;593699;TABELA PARTICULAR DIAGNOSTICO;"84000252";56.0000;Teste de PH salivar;TESTE DE PH SALIVAR;Prevencao
pina;593846;TABELA PARTICULAR DIAGNOSTICO;"81000057";172.0000;Consulta odontológica de Urgência 24 hs;CONSULTA ODONTOLOGICA;Diagnostico
pina;593847;TABELA PARTICULAR DIAGNOSTICO;"81000065";50.0000;Consulta odontológica inicial;CONSULTA ODONTOLOGICA INICIAL;Diagnostico
pina;593848;TABELA PARTICULAR DIAGNOSTICO;"81000049";138.0000;Consulta odontológica de Urgência;CONSULTA ODONTOLOGICA;Diagnostico
pina;593766;TABELA PARTICULAR PERIODONTIA;"82000557";230.0000;Cunha proximal;CUNHA PROXIMAL;Cirurgia e Traumatologia Buco
pina;593767;TABELA PARTICULAR PERIODONTIA;"82000689";804.0000;Enxerto pediculado;ENXERTO PEDICULADO;Periodontia
pina;593768;TABELA PARTICULAR PERIODONTIA;"82000921";436.0000;Gengivectomia;GENGIVECTOMIA;Periodontia
pina;593769;TABELA PARTICULAR PERIODONTIA;"82000948";920.0000;Gengivoplastia;GENGIVOPLASTIA;Periodontia
pina;593770;TABELA PARTICULAR PERIODONTIA;"85300020";402.0000;Imobilização dentária em dentes permanentes;IMOBILIZACAO EM DENTES PERMANENTES;Periodontia
pina;593771;TABELA PARTICULAR PERIODONTIA;"85300039";206.0000;Raspagem sub-gengival/alisamento radicular;RASPAGEM SUB-GENGIVAL;Periodontia
pina;593772;TABELA PARTICULAR PERIODONTIA;"85300055";68.0000;Remoção dos fatores de retenção do Biofilme Dental (Placa Bacteriana);CONTROLE DE BIOFILME;Prevencao
pina;593773;TABELA PARTICULAR PERIODONTIA;"85300063";102.0000;Tratamento de abscesso periodontal agudo;TRATAMENTO DE ABSCESSO PERIODONTAL AGUDO;Periodontia
pina;593774;TABELA PARTICULAR PERIODONTIA;"85300071";102.0000;Tratamento de gengivite necrosante aguda - GNA;Tratamento de gengivite necrosante aguda - GNA;Periodontia
pina;593775;TABELA PARTICULAR PERIODONTIA;"85300080";102.0000;Tratamento de pericoronarite;TRATAMENTO DE PERICORONARITE;Periodontia
pina;593894;TABELA PARTICULAR PERIODONTIA;"82000212";402.0000;Aumento de coroa clínica;AUMENTO DE COROA CLINICA;Periodontia
pina;593895;TABELA PARTICULAR PERIODONTIA;"82000417";448.0000;Cirurgia periodontal a retalho;CIRURGIA PERIODONTAL A RETALHO;Periodontia
pina;593896;TABELA PARTICULAR PERIODONTIA;"82000662";1034.0000;Enxerto gengival livre;ENXERTO GENGIVAL LIVRE;Periodontia
pina;593897;TABELA PARTICULAR PERIODONTIA;"85300047";206.0000;Raspagem supra-gengival;RASPAGEM SUPRA-GENGIVAL PARA TRATAMENTO DA GENGIVITE;Dentistica
pina;593700;TABELA PARTICULAR ENDODONTIA;"85100056";108.0000;Curativo de demora em endodontia;CURATIVO DE DEMORA;Dentistica
pina;593701;TABELA PARTICULAR ENDODONTIA;"85200042";206.0000;Pulpotomia;PULPOTOMIA;Odontopediatria
pina;593702;TABELA PARTICULAR ENDODONTIA;"85200050";218.0000;Remoção de corpo estranho intracanal;Remoção de corpo estranho intracanal;Endodontia
pina;593703;TABELA PARTICULAR ENDODONTIA;"85200069";218.0000;Remoção de material obturador intracanal para retratamento endodôntico;Remoção de material obturador intracanal para retratamento endodôntico;Endodontia
pina;593704;TABELA PARTICULAR ENDODONTIA;"85200077";230.0000;Remoção de núcleo intrarradicular;REMOCAO DE NUCLEO INTRARRADICULAR;Endodontia
pina;593705;TABELA PARTICULAR ENDODONTIA;"85200085";68.0000;Restauração temporária / tratamento expectante;RESTAURACAO TEMPORARIA / TRATAMENTO EXPECTANTE;Dentistica
pina;593706;TABELA PARTICULAR ENDODONTIA;"85200131";172.0000;Tratamento endodôndico de dente com rizogênese incompleta;TRATAMENTO ENDODONTICO DE DENTE COM RIZOGENESE INCOMPLETA;Endodontia
pina;593849;TABELA PARTICULAR ENDODONTIA;"85200034";206.0000;Pulpectomia;PULPOTOMIA;Odontopediatria
pina;593850;TABELA PARTICULAR ENDODONTIA;"85200093";690.0000;Retratamento endodôntico birradicular;RETRATAMENTO ENDODONTICO BIRRADICULAR;Endodontia
pina;593851;TABELA PARTICULAR ENDODONTIA;"85200107";920.0000;Retratamento endodôntico multirradicular;RETRATAMENTO ENDODONTICO MULTIRADICULAR;Endodontia
pina;593852;TABELA PARTICULAR ENDODONTIA;"85200115";574.0000;Retratamento endodôntico unirradicular;RETRATAMENTO ENDODONTICO UNIRADICULAR;Endodontia
pina;593853;TABELA PARTICULAR ENDODONTIA;"85200123";690.0000;Tratamento de perfuração endodôntica;TRATAMENTO DE PERFURACAO ENDODONTICA;Endodontia
pina;593854;TABELA PARTICULAR ENDODONTIA;"85200140";460.0000;Tratamento endodôntico birradicular;TRATAMENTO ENDODONTICO BIRRADICULAR;Endodontia
pina;593855;TABELA PARTICULAR ENDODONTIA;"85200158";804.0000;Tratamento endodôntico multirradicular;TRATAMENTO ENDODONTICO MULTIRADICULAR;Endodontia
pina;593856;TABELA PARTICULAR ENDODONTIA;"85200166";402.0000;Tratamento endodôntico unirradicular;TRATAMENTO ENDODONTICO UNIRADICULAR;Endodontia
pina;594085;TABELA PARTICULAR ENDODONTIA;"85100013";230.0000;Capeamento pulpar direto;PULPOTOMIA;Odontopediatria
pina;594086;TABELA PARTICULAR ENDODONTIA;"85200231";800.0000;Tratamento endodôntico com microscopia;Tratamento endodôntico com microscopia;Endodontia
pina;593707;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"82001642";102.0000;Tratamento conservador de luxação da articulação têmporo-mandibular - ATM;TRATAMENTO DA ARTICULACAO TEMPOROMANDIBULAR ATM;Cirurgia e Traumatologia Buco
pina;593708;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100048";108.0000;Colagem de fragmentos dentários;COLAGEM DE FRAGMENTOS DENTARIOS;Urgencia
pina;593709;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100080";148.0000;Restauração atraumática em dente permanente;RESTAURACAO ATRAUMATICA EM DENTE PERMANENTE;Dentistica
pina;593710;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100226";184.0000;Restauração em resina fotopolimerizável  4 faces;RESTAURACAO EM RESINA 4 FACES;Dentistica
pina;593711;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85200026";68.0000;Preparo para núcleo intrarradicular;PREPARO PARA NUCLEO INTRARRADICULAR;Endodontia
pina;593712;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85400017";56.0000;Ajuste Oclusal por acréscimo;AJUSTE OCLUSAL POR DESGASTE SELETIVO;Periodontia
pina;593713;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85400025";56.0000;Ajuste Oclusal por desgaste seletivo;AJUSTE OCLUSAL POR DESGASTE SELETIVO;Periodontia
pina;593857;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100021";448.0000;Clareamento dentário caseiro;CLAREAMENTO DENTARIO CASEIRO;Dentistica
pina;593858;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100030";1138.0000;Clareamento dentário de consultório;CLAREAMENTO DENTARIO DE CONSULTORIO;Dentistica
pina;593859;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100064";402.0000;Faceta direta em resina fotopolimerizável;FACETA DIRETA EM RESINA FOTOPOLIMERIZAVEL;Protese
pina;593860;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100099";102.0000;Restauração de amálgama  - 1 face;RESTAURACAO DE AMALGAMA - 1 FACE;Dentistica
pina;593861;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100102";108.0000;Restauração de amálgama - 2 faces;RESTAURACAO DE AMALGAMA - 2 FACES;Dentistica
pina;593862;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100110";138.0000;Restauração de amálgama - 3 faces;RESTAURACAO DE AMALGAMA - 3 FACES;Dentistica
pina;593863;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100129";148.0000;Restauração de amálgama - 4 faces;RESTAURACAO DE AMALGAMA - 4 FACES;Dentistica
pina;593864;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100137";92.0000;Restauração em ionômero de vidro - 1 face;RESTAURACAO EM IONOMERO DE VIDRO - 1 FACE;Dentistica
pina;593865;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100145";96.0000;Restauração em ionômero de vidro - 2 faces;RESTAURACAO EM IONOMERO DE VIDRO - 2 FACES;Dentistica
pina;593866;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100153";108.0000;Restauração em ionômero de vidro - 3 faces;RESTAURACAO EM IONOMERO DE VIDRO - 3 FACES;Dentistica
pina;593867;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100161";96.0000;Restauração em ionômero de vidro - 4 faces;RESTAURACAO EM IONOMERO DE VIDRO - 4 FACES;Dentistica
pina;593868;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100196";138.0000;Restauração em resina fotopolimerizável  1 face;RESTAURACAO EM RESINA 1 FACE;Dentistica
pina;593869;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100200";148.0000;Restauração em resina fotopolimerizável  2 faces;RESTAURACAO EM RESINA 2 FACES;Dentistica
pina;593870;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100218";160.0000;Restauração em resina fotopolimerizável  3 faces;RESTAURACAO EM RESINA 3 FACES;Dentistica
pina;593871;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85200018";286.0000;Clareamento de dente desvitalizado;CLAREAMENTO DE DENTE DESVITALIZADO;Endodontia
pina;593872;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85300012";56.0000;Dessensibilização dentária;DESSENSIBILIZACAO DENTARIA;Periodontia
pina;593873;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85400033";322.0000;Conserto em prótese parcial removível (em consultório e em laboratório);CONSERTO EM PROTESE TOTAL / PARCIAL;Protese
pina;594067;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100228";1150.0000;Restauração com pino fiber post;RESTAURACAO COM PINO;Dentistica
pina;594068;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100229";920.0000;Restauração com pino fiber fix;RESTAURACAO COM PINO;Dentistica
pina;594069;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100230";650.0000;Restauração com pino fibra de vidro;RESTAURACAO COM PINO;Dentistica
pina;594079;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85400999";562.0000;Tratamento Odontológico Pre-Pago (Restaurações e Limpeza);Tratamento Odontológico Pre-Pago (Restaurações e Limpeza);outros
pina;594080;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100023";322.0000;Clareamento dentário caseiro (Promoção);CLAREAMENTO DENTARIO CASEIRO;Dentistica
pina;594087;TABELA PARTICULAR ODONTOLOGIA RESTAURADORA;"85100232";184.0000;Restauração em resina fotopolimerizável  4 faces;RESTAURACAO EM RESINA 4 FACES;Dentistica
pina;593714;TABELA PARTICULAR ODONTOPEDIATRIA;"82000700";460.0000;Estabilização de paciente por meio de contenção física e/ou mecânica;ESTABILIZACAO DE PACIENTE POR MEIO DE CONTENCAO FISICA E/OU MECANICA;Dentistica
pina;593715;TABELA PARTICULAR ODONTOPEDIATRIA;"83000020";276.0000;Coroa de acetato em dente decíduo;COROA DE ACETATO EM DENTE DECIDUO;Odontopediatria
pina;593716;TABELA PARTICULAR ODONTOPEDIATRIA;"83000046";276.0000;Coroa de aço em dente decíduo;COROA DE ACO EM DENTE DECIDUO;Odontopediatria
pina;593717;TABELA PARTICULAR ODONTOPEDIATRIA;"83000062";286.0000;Coroa de policarbonato em dente decíduo;COROA DE POLICARBONATO EM DENTE DECIDUO;Odontopediatria
pina;593718;TABELA PARTICULAR ODONTOPEDIATRIA;"83000097";218.0000;Mantenedor de espaço fixo;CONTENCAO ORTODONTICA;Ortodontia e Ortopedia Facial
pina;593719;TABELA PARTICULAR ODONTOPEDIATRIA;"83000100";218.0000;Mantenedor de espaço removível;CONTENCAO ORTODONTICA;Ortodontia e Ortopedia Facial
pina;593720;TABELA PARTICULAR ODONTOPEDIATRIA;"83000135";68.0000;Restauração atraumática em dente decíduo;RESTAURAÇAO EM DENTE DECIDUO;Odontopediatria
pina;593721;TABELA PARTICULAR ODONTOPEDIATRIA;"84000112";68.0000;Aplicação tópica de verniz fluoretado;APLICACAO TOPICA DE FLUOR;Prevencao
pina;593722;TABELA PARTICULAR ODONTOPEDIATRIA;"84000201";92.0000;Remineralização;REMINERALIZACAO;Prevencao
pina;593723;TABELA PARTICULAR ODONTOPEDIATRIA;"85000787";286.0000;Imobilização dentária em dentes decíduos;IMOBILIZACAO DENTARIA EM DENTES DECIDUOS;Odontopediatria
pina;593724;TABELA PARTICULAR ODONTOPEDIATRIA;"87000024";34.0000;Atividade educativa para pais e/ou cuidadores;ATIVIDADE EDUCATIVA EM SAUDE BUCAL;Prevencao
pina;593874;TABELA PARTICULAR ODONTOPEDIATRIA;"81000014";50.0000;Condicionamento em Odontologia;CONDICIONAMENTO EM ODONTOLOGIA;Odontopediatria
pina;593875;TABELA PARTICULAR ODONTOPEDIATRIA;"83000089";108.0000;Exodontia simples de decíduo;EXODONTIA DE DECIDUOS;Odontopediatria
pina;593876;TABELA PARTICULAR ODONTOPEDIATRIA;"83000127";172.0000;Pulpotomia em dente decíduo;PULPOTOMIA;Odontopediatria
pina;593877;TABELA PARTICULAR ODONTOPEDIATRIA;"83000151";206.0000;Tratamento endodôntico em dente decíduo;TRATAMENTO ENDODONTICO EM DENTE DECIDUO;Odontopediatria
pina;593725;TABELA PARTICULAR ORTODONTIA;"86000039";414.0000;Aparelho de protração mandibular -  APM;APARELHO DE PROTRACAO MANDIBULAR -  APM;Ortodontia e Ortopedia Facial
pina;593726;TABELA PARTICULAR ORTODONTIA;"86000292";218.0000;Documentação eletromiográfica;DOCUMENTACAO ELETROMIOGRAFICA ;outros
pina;593727;TABELA PARTICULAR ORTODONTIA;"86000030";92.0000;Adesão ao Plano Ortodôntico/Ortopédico;ADESAO AO PLANO ORTODONTICO COMUM;Ortodontia e Ortopedia Facial
pina;593728;TABELA PARTICULAR ORTODONTIA;"86000063";138.0000;Aparelho ortodôntico fixo Resina;APARELHO ORTODONTICO FIXO - RESINA;Ortodontia e Ortopedia Facial
pina;593729;TABELA PARTICULAR ORTODONTIA;"86000098";92.0000;Aparelho ortodôntico fixo metálico;APARELHO ORTODONTICO FIXO - METALICO;Ortodontia e Ortopedia Facial
pina;593730;TABELA PARTICULAR ORTODONTIA;"86000110";224.0000;Aparelho ortodôntico móvel (por arcada);APARELHO ORTODONTICO MOVEL;Ortodontia e Ortopedia Facial
pina;593731;TABELA PARTICULAR ORTODONTIA;"86000209";224.0000;Contenção fixa por arcada, em ortodontia;APARELHO ORTODONTICO MOVEL ;Ortodontia e Ortopedia Facial
pina;593732;TABELA PARTICULAR ORTODONTIA;"86000373";80.0000;Manutenção de aparelho ortodôntico - aparelho removível;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593733;TABELA PARTICULAR ORTODONTIA;"86000381";310.0000;Máscara facial – Delaire e Tração Reversa;APARELHO ORTODONTICO - MASCARA FACIAL;outros
pina;593878;TABELA PARTICULAR ORTODONTIA;"86000066";482.0000;Aparelho ortodôntico fixo Hyrax;Aparelho ortodôntico fixo Hyrax;Ortodontia e Ortopedia Facial
pina;593879;TABELA PARTICULAR ORTODONTIA;"86000069";550.0000;Aparelho ortodôntico fixo Porcelana (550);APARELHO ORTODONTICO FIXO - PORCELANA;Ortodontia e Ortopedia Facial
pina;593880;TABELA PARTICULAR ORTODONTIA;"86000072";850.0000;Aparelho ortodôntico Fixo Autoligado;APARELHO FIXO AUTO-LIGADO;Ortodontia e Ortopedia Facial
pina;593881;TABELA PARTICULAR ORTODONTIA;"86000075";1840.0000;Aparelho ortodôntico fixo Safira;APARELHO ORTODONTICO FIXO - SAFIRA;Ortodontia e Ortopedia Facial
pina;593882;TABELA PARTICULAR ORTODONTIA;"86000340";80.0000;Manutenção de aparelho ortodôntico - Metálico 80;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593883;TABELA PARTICULAR ORTODONTIA;"86000341";75.0000;Manutenção de aparelho ortodôntico - Metálico 75;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593884;TABELA PARTICULAR ORTODONTIA;"86000346";80.0000;Manutenção de aparelho ortodôntico - Hyrax 80;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593885;TABELA PARTICULAR ORTODONTIA;"86000350";100.0000;Manutenção de aparelho ortodôntico - Resina 100;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593886;TABELA PARTICULAR ORTODONTIA;"86000351";80.0000;Manutenção de aparelho ortodôntico - Resina 80;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593887;TABELA PARTICULAR ORTODONTIA;"86000360";150.0000;Manutenção de aparelho ortodôntico - Porcelana 150;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593888;TABELA PARTICULAR ORTODONTIA;"86000361";125.0000;Manutenção de aparelho ortodôntico - Porcelana 125;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593889;TABELA PARTICULAR ORTODONTIA;"86000370";180.0000;Manutenção de aparelho ortodôntico - Auto Ligado 180;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593890;TABELA PARTICULAR ORTODONTIA;"86000371";150.0000;Manutenção de aparelho ortodôntico - Auto Ligado 150;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593937;TABELA PARTICULAR ORTODONTIA;"86000001";188.0000;Aparelho móvel ortopédico | PLM;APARELHO ORTODONTICO MOVEL;Ortodontia e Ortopedia Facial
pina;593951;TABELA PARTICULAR ORTODONTIA;"86000067";632.0000;Aparelho ortodôntico fixo Porcelana;APARELHO ORTODONTICO FIXO - PORCELANA;Ortodontia e Ortopedia Facial
pina;593952;TABELA PARTICULAR ORTODONTIA;"86000700";660.0000;APARELHO ORTOPEDICO (BIMLER);APARELHO ORTOPEDICO (BIMLER);Ortodontia e Ortopedia Facial
pina;593962;TABELA PARTICULAR ORTODONTIA;"86000212";56.0000;Dente unitário para aparelho ortodôntico;DENTE UNITARIO EM APARELHO ORTODÔNTICO;Ortodontia e Ortopedia Facial
pina;594088;TABELA PARTICULAR ORTODONTIA;"86000339";85.0000;Manutenção de aparelho ortodôntico - Metálico 85;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594089;TABELA PARTICULAR ORTODONTIA;"86000342";70.0000;Manutenção de aparelho ortodôntico - Metálico 70;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594090;TABELA PARTICULAR ORTODONTIA;"86000343";65.0000;Manutenção de aparelho ortodôntico - Metálico 65;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594091;TABELA PARTICULAR ORTODONTIA;"86000345";85.0000;Manutenção de aparelho ortodôntico - Hyrax 85;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594092;TABELA PARTICULAR ORTODONTIA;"86000349";110.0000;Manutenção de aparelho ortodôntico - Resina 110;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594093;TABELA PARTICULAR ORTODONTIA;"86000362";110.0000;Manutenção de aparelho ortodôntico - Porcelana 110;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594118;TABELA PARTICULAR ORTODONTIA;"86000369";200.0000;Manutenção de aparelho ortodôntico - Auto Ligado 200;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;594119;TABELA PARTICULAR ORTODONTIA;"86000372";250.0000;Manutenção de aparelho ortodôntico Fixo Safira;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593734;TABELA PARTICULAR ORTOPEDIA;"86000012";264.0000;Aletas Gomes;ALETAS GOMES;Ortodontia e Ortopedia Facial
pina;593735;TABELA PARTICULAR ORTOPEDIA;"86000047";184.0000;Aparelho de Thurow;APARELHO DE THUROW;Ortodontia e Ortopedia Facial
pina;593736;TABELA PARTICULAR ORTOPEDIA;"86000055";310.0000;Aparelho extra-bucal;APARELHO EXTRA-BUCAL;Ortodontia e Ortopedia Facial
pina;593737;TABELA PARTICULAR ORTOPEDIA;"86000152";194.0000;Barra transpalatina fixa;APARELHO ORTODONTICO MOVEL ;Ortodontia e Ortopedia Facial
pina;593738;TABELA PARTICULAR ORTOPEDIA;"86000160";172.0000;Barra transpalatina removível;APARELHO ORTODONTICO MOVEL ;outros
pina;593739;TABELA PARTICULAR ORTOPEDIA;"86000179";322.0000;Bionator de Balters;APARELHO ORTODONTICO MOVEL ;outros
pina;593740;TABELA PARTICULAR ORTOPEDIA;"86000187";310.0000;Blocos geminados de Clark – twinblock;APARELHO ORTODONTICO MOVEL ;outros
pina;593741;TABELA PARTICULAR ORTOPEDIA;"86000195";194.0000;Botão de Nance;APARELHO ORTODONTICO MOVEL ;outros
pina;593742;TABELA PARTICULAR ORTOPEDIA;"86000225";356.0000;Disjuntor palatino - Hirax;APARELHO ORTODONTICO MOVEL ;outros
pina;593743;TABELA PARTICULAR ORTOPEDIA;"86000284";286.0000;Distalizador tipo Jones Jig;APARELHO ORTODONTICO MOVEL ;outros
pina;593744;TABELA PARTICULAR ORTOPEDIA;"86000314";194.0000;Grade palatina fixa;APARELHO ORTODONTICO MOVEL ;outros
pina;593745;TABELA PARTICULAR ORTOPEDIA;"86000322";160.0000;Grade palatina removível;APARELHO ORTODONTICO MOVEL ;outros
pina;593746;TABELA PARTICULAR ORTOPEDIA;"86000330";218.0000;Herbst encapsulado;APARELHO ORTODONTICO MOVEL ;outros
pina;593747;TABELA PARTICULAR ORTOPEDIA;"86000446";322.0000;Pistas indiretas de Planas;PISTAS DIRETAS DE PLANAS SUPERIOR E/OU INFERIOR;Ortodontia e Ortopedia Facial
pina;593748;TABELA PARTICULAR ORTOPEDIA;"86000462";126.0000;Placa de Hawley;APARELHO ORTODONTICO MOVEL ;outros
pina;593749;TABELA PARTICULAR ORTOPEDIA;"86000470";160.0000;Placa de Hawley - com torno expansor;APARELHO ORTODONTICO MOVEL ;outros
pina;593750;TABELA PARTICULAR ORTOPEDIA;"86000497";276.0000;Placa de Schwarz;APARELHO ORTODONTICO MOVEL ;outros
pina;593751;TABELA PARTICULAR ORTOPEDIA;"86000519";322.0000;Placa dupla de Sanders;APARELHO ORTODONTICO MOVEL ;outros
pina;593752;TABELA PARTICULAR ORTOPEDIA;"86000527";298.0000;Placa encapsulada de Maurício;APARELHO ORTODONTICO MOVEL ;outros
pina;593753;TABELA PARTICULAR ORTOPEDIA;"86000535";252.0000;Placa lábio-ativa;APARELHO ORTODONTICO MOVEL ;outros
pina;593754;TABELA PARTICULAR ORTOPEDIA;"86000560";264.0000;Quadrihélice;APARELHO ORTODONTICO MOVEL ;outros
pina;593755;TABELA PARTICULAR ORTOPEDIA;"86000365";85.0000;Manutenção de aparelho ortopédico 85;MANUTENCAO ORTODONTICA GENERICA;Ortodontia e Ortopedia Facial
pina;593756;TABELA PARTICULAR ORTOPEDIA;"86000600";482.0000;Aparelho Ortopédico (Haas);Aparelho Ortopédico (Haas);Ortodontia e Ortopedia Facial
pina;593757;TABELA PARTICULAR ORTOPEDIA;"86000610";92.0000;Aparelho Ortopédico Matálico;Aparelho Ortopédico Matálico;Ortodontia e Ortopedia Facial
pina;593758;TABELA PARTICULAR ORTOPEDIA;"86000620";230.0000;Aparelho Ortopédico (Klammt);Aparelho Ortopédico (Klammt);Ortodontia e Ortopedia Facial
pina;593759;TABELA PARTICULAR ORTOPEDIA;"86000630";230.0000;Aparelho Ortopédico (Mascara Facial);APARELHO ORTODONTICO - MASCARA FACIAL;Ortodontia e Ortopedia Facial
pina;593760;TABELA PARTICULAR ORTOPEDIA;"86000640";230.0000;Aparelho Ortopédico (Grade Lingual);Aparelho Ortopédico (Grade Lingual);Ortodontia e Ortopedia Facial
pina;593761;TABELA PARTICULAR ORTOPEDIA;"86000650";230.0000;Aparelho Ortopédico (Escheler);Aparelho Ortopédico (Escheler);Ortodontia e Ortopedia Facial
